ID,predicted
0,0.0796858422245984
1,0.09367355087585494
2,0.15094691777285144
3,0.0
4,0.0796858422245984
5,0.09367355087585494
6,0.10627708594400435
7,0.17410757828435117
8,0.04229066655841616
9,0.10627708594400435
10,0.1799949456608581
11,0.25612043881681673
12,0.08790970570057369
13,0.1799949456608581
14,0.08556002385402059
15,0.16514101724418234
16,0.2551585931112875
17,0.07722817166987173
18,0.16514101724418234
19,0.07001333847123728
20,0.09218620505629438
21,0.11331561938612833
22,0.1773290855945897
23,0.03301377637583443
24,0.11331561938612833
25,0.02770724310553513
26,0.07639240716556304
27,0.06329230348496345
28,0.17403012799894899
29,0.2126459544577219
30,0.0979132936361212
31,0.17403012799894899
32,0.05851055983238573
33,0.05852104110490517
34,0.0724392713986664
35,0.05969444838841255
36,0.03105765849426013
37,0.09841287555711617
38,0.07885597584731581
39,0.03105765849426013
40,0.08746448919330971
41,0.1632595054994877
42,0.15188559814121488
43,0.09050100601372772
44,0.14036556498166236
45,0.16112528759038383
46,0.24808300629877075
47,0.06931393458438331
48,0.16112528759038383
49,0.04950438268870788
50,0.06196211143127654
51,0.03635316338606729
52,0.039706942758717896
53,0.054709389874038325
54,0.14692608376770327
55,0.13495639385148625
56,0.18492092817516106
57,0.051929597244760484
58,0.13495639385148625
59,0.039833044666639374
60,0.06064568958608829
61,0.05005446172400526
62,0.03347270490468252
63,0.04851264584738563
64,0.1098469435170133
65,0.035335209996202065
66,0.1874003405464956
67,0.25225111158452007
68,0.0854039453033929
69,0.1874003405464956
70,0.07247984683470689
71,0.0777092146988815
72,0.029531297312235454
73,0.054143881644380575
74,0.051659409764714524
75,0.1661428484736053
76,0.02757183653415704
77,0.04354936671790323
78,0.19130633251926127
79,0.2295257741500017
80,0.10488268062956847
81,0.19130633251926127
82,0.0828010805357378
83,0.06097193936653618
84,0.07002789227155692
85,0.08008998596529734
86,0.05410894021289453
87,0.16628360745090398
88,0.05763744672235869
89,0.06428337315847507
90,0.04865479913849728
91,0.20418896334810177
92,0.28861632225999656
93,0.10066286659879956
94,0.20418896334810177
95,0.08242135960271316
96,0.08318340638012715
97,0.039053438328599074
98,0.07894432844951708
99,0.05511924138602725
100,0.1850003228247267
101,0.03800012506652812
102,0.06211518517674906
103,0.031507036973396095
104,0.061208129275581835
105,0.09106936935709606
106,0.18047879619696067
107,0.057323341330954944
108,0.09106936935709606
109,0.03471684008024053
110,0.09753398301616928
111,0.10160002307663071
112,0.03832482665925006
113,0.06494303231978046
114,0.07723311925781849
115,0.060416908990107356
116,0.04738279484828465
117,0.0713517204090834
118,0.0856469445826759
119,0.10079229493669588
120,0.03376991142773432
121,0.10107273101719409
122,0.05086993073542223
123,0.03376991142773432
124,0.0787084997916419
125,0.15722613259996018
126,0.13515500436897168
127,0.07284535070319723
128,0.12803564290848032
129,0.03724087304688423
130,0.11384055792443197
131,0.09122360999585098
132,0.141564872088701
133,0.1518231313251745
134,0.16103793665075142
135,0.07920008590248244
136,0.06436825801000512
137,0.13361442320154043
138,0.057604190784119845
139,0.06436825801000512
140,0.04763481459206391
141,0.127430891675327
142,0.0791434260029325
143,0.042445071306906265
144,0.08571149559127225
145,0.038797284449644906
146,0.06546732593790827
147,0.05384228925588273
148,0.08100741539949768
149,0.1026215787610002
150,0.11531367749560979
151,0.04917587681041403
152,0.050016524519938474
153,0.1776476878455983
154,0.2301458210948529
155,0.08730649374474823
156,0.1776476878455983
157,0.06827006788471836
158,0.07522200212176595
159,0.047913105980121475
160,0.06370443199403272
161,0.060252378736431134
162,0.15925907902051922
163,0.03956541097159178
164,0.05813394095956137
165,0.037079523951782475
166,0.06021054156055514
167,0.039381816173288536
168,0.07771156371737642
169,0.1252413997767841
170,0.08876318935644968
171,0.06150775164890212
172,0.13479607889669346
173,0.056591774172716436
174,0.06150775164890212
175,0.054565328920706556
176,0.1280744180266446
177,0.08354860685266818
178,0.04459425767405577
179,0.09491578089176034
180,0.04221706654986469
181,0.08073835301415151
182,0.0600584621971169
183,0.11313098861403689
184,0.11817742028442527
185,0.12376267580139637
186,0.05068159500403441
187,0.051321517940698905
188,0.030176808983594337
189,0.09934678743897314
190,0.07731726787682539
191,0.05975150963431285
192,0.16738764687623717
193,0.07731726787682539
194,0.18947630413113523
195,0.26437080427771276
196,0.24511384728754484
197,0.19000803464506538
198,0.24307277795337776
199,0.10152789501767993
200,0.2350885908810422
201,0.20507303716130093
202,0.24416855383707556
203,0.2642166895919275
204,0.2736506781100468
205,0.18462187850968959
206,0.11192677324667799
207,0.1548280177993632
208,0.24570372549587902
209,0.1450366513633514
210,0.12972489762850273
211,0.1997306376197002
212,0.044230279187789975
213,0.12972489762850273
214,0.0350091160898446
215,0.06038721617286118
216,0.05272040547228231
217,0.025003763193438035
218,0.050804918412607446
219,0.10653650086400313
220,0.02961047706637438
221,0.02929578235307235
222,0.04925789709327796
223,0.06966992353831644
224,0.06722438406646988
225,0.04563420502511349
226,0.08765478812203051
227,0.05213083702382656
228,0.057350000809847576
229,0.06117562570607188
230,0.2046373123846398
231,0.04076222811883905
232,0.06729975447679562
233,0.10565255206988156
234,0.04076222811883905
235,0.12428002737265911
236,0.2035127587497342
237,0.187974305005075
238,0.12772127869322342
239,0.17366533999626865
240,0.048380683037894404
241,0.1840393425046017
242,0.1410496598568079
243,0.20826512397930985
244,0.19841568616486294
245,0.21428680633291441
246,0.12046613843364513
247,0.05678930430782497
248,0.07960957791761705
249,0.17857611315976438
250,0.07927010447487258
251,0.0684949293605524
252,0.14413122457356692
253,0.06191802940378015
254,0.12200906371125453
255,0.04024287723441272
256,0.06191802940378015
257,0.05872100215488154
258,0.12828058175601303
259,0.11799644389207978
260,0.05901622059667806
261,0.11574438968588936
262,0.047921802066920906
263,0.10233068236531781
264,0.07686213891683388
265,0.12657738821904457
266,0.13654570300690302
267,0.14504989196038517
268,0.040930480150548273
269,0.032302888173507995
270,0.046816191346588557
271,0.10512964842064128
272,0.04340234754663563
273,0.1337228036201425
274,0.07322417040105252
275,0.07458560650106982
276,0.09133115911297654
277,0.17010755776329886
278,0.03396179014678173
279,0.09133115911297654
280,0.026836366237226156
281,0.09132000013915735
282,0.10665893616457586
283,0.028060579014943837
